lake,date,chlorophyll_proxy
atitlan,2025-01-18,411.2569885253906
atitlan,2025-01-18,329.5596618652344
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.702783584594727
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,6.16354513168335
atitlan,2025-01-18,4.864800453186035
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,10.709281921386719
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,10.709281921386719
atitlan,2025-01-18,10.709281921386719
atitlan,2025-01-18,10.709281921386719
atitlan,2025-01-18,329.5596618652344
atitlan,2025-01-18,157.72293090820312
atitlan,2025-01-18,183.23397827148438
atitlan,2025-01-18,4.864800453186035
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,9.218053817749023
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,301.0269775390625
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,72.78472137451172
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,28.457962036132812
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,9.218053817749023
atitlan,2025-01-18,44.87362289428711
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.961187839508057
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,206.93292236328125
atitlan,2025-01-18,0.2646138668060303
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,7.426359176635742
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,157.72293090820312
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,36.342674255371094
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,96.08216857910156
atitlan,2025-01-18,7.426359176635742
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,6.16354513168335
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,6.16354513168335
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,111.54716491699219
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,4.864800453186035
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,7.426359176635742
atitlan,2025-01-18,32.30790710449219
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,12.897310256958008
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.961187839508057
atitlan,2025-01-18,354.2298889160156
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,0.2646138668060303
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,11.916463851928711
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.79844331741333
atitlan,2025-01-18,157.72293090820312
atitlan,2025-01-18,2.1746268272399902
atitlan,2025-01-18,2.1746268272399902
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,1.1892728805541992
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,58.519126892089844
atitlan,2025-01-18,5.303676128387451
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,32.30790710449219
atitlan,2025-01-18,2.1746268272399902
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,2.1746268272399902
atitlan,2025-01-18,0.2646138668060303
atitlan,2025-01-18,29.974178314208984
atitlan,2025-01-18,206.93292236328125
atitlan,2025-01-18,58.519126892089844
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,8.651357650756836
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,2.1746268272399902
atitlan,2025-01-18,329.5596618652344
atitlan,2025-01-18,50.23089599609375
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,15.427298545837402
atitlan,2025-01-18,7.426359176635742
atitlan,2025-01-18,6.16354513168335
atitlan,2025-01-18,4.79844331741333
atitlan,2025-01-18,101.9029541015625
atitlan,2025-01-18,17.292232513427734
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,9.218053817749023
atitlan,2025-01-18,7.426359176635742
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,12.897310256958008
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.864800453186035
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,5.137803554534912
atitlan,2025-01-18,5.303676128387451
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,12.897310256958008
atitlan,2025-01-18,4.79844331741333
atitlan,2025-01-18,6.16354513168335
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,92.19324493408203
atitlan,2025-01-18,36.342674255371094
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,9.218053817749023
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,206.93292236328125
atitlan,2025-01-18,4.961187839508057
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,36.342674255371094
atitlan,2025-01-18,1.7752902507781982
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.961187839508057
atitlan,2025-01-18,4.664946556091309
atitlan,2025-01-18,6.16354513168335
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,12.897310256958008
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,111.54716491699219
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,44.87362289428711
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,2.1746268272399902
atitlan,2025-01-18,7.426359176635742
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,394.5860290527344
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,29.974178314208984
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.961187839508057
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,101.9029541015625
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,3.775493621826172
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,7.426359176635742
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,12.897310256958008
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,29.974178314208984
atitlan,2025-01-18,301.0269775390625
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,58.519126892089844
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,36.342674255371094
atitlan,2025-01-18,4.961187839508057
atitlan,2025-01-18,1.7752902507781982
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,7.4263596534729
atitlan,2025-01-18,10.709281921386719
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,29.974178314208984
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,29.974178314208984
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,157.72293090820312
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,32.30790710449219
atitlan,2025-01-18,7.426359176635742
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,1.7752902507781982
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,7.426359176635742
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,0.2646138668060303
atitlan,2025-01-18,5.1378045082092285
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,5.303676128387451
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,53.88166427612305
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,329.5596618652344
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.864800453186035
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,58.519126892089844
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,12.897310256958008
atitlan,2025-01-18,10.709281921386719
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,6.16354513168335
atitlan,2025-01-18,53.88166427612305
atitlan,2025-01-18,9.218053817749023
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,301.0269775390625
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,9.218053817749023
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.79844331741333
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,6.16354513168335
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,58.519126892089844
atitlan,2025-01-18,7.426359176635742
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,5.303676128387451
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.864800453186035
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,58.519126892089844
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,1.7752902507781982
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.74640417098999
atitlan,2025-01-18,4.864800453186035
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,4.961187839508057
atitlan,2025-01-18,8.651357650756836
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,4.961187839508057
atitlan,2025-01-18,4.452762126922607
atitlan,2025-01-18,28.457962036132812
atitlan,2025-01-18,12.897310256958008
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,32.30790710449219
atitlan,2025-01-18,28.457962036132812
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,2.1746268272399902
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,1.7752902507781982
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,28.457962036132812
atitlan,2025-01-18,183.23397827148438
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,39.68758773803711
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.507747173309326
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,1.7752902507781982
atitlan,2025-01-18,6.16354513168335
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,10.246343612670898
atitlan,2025-01-18,111.54716491699219
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,4.864800453186035
atitlan,2025-01-18,4.74640417098999
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,5.926206588745117
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,301.0269775390625
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.961187839508057
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,53.88166427612305
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.961187839508057
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,5.303676128387451
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,53.88166427612305
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,329.5596618652344
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,53.88166427612305
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,9.218053817749023
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,354.2298889160156
atitlan,2025-01-18,36.342674255371094
atitlan,2025-01-18,394.5860290527344
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,301.0269775390625
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,36.342674255371094
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,12.897310256958008
atitlan,2025-01-18,329.5596618652344
atitlan,2025-01-18,2.1746268272399902
atitlan,2025-01-18,7.426359176635742
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,329.5596618652344
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.74640417098999
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,32.30790710449219
atitlan,2025-01-18,6.16354513168335
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,92.19324493408203
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.664946556091309
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,87.32855224609375
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,9.218053817749023
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,329.5596618652344
atitlan,2025-01-18,4.961187839508057
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,36.342674255371094
atitlan,2025-01-18,1.7752902507781982
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,32.30790710449219
atitlan,2025-01-18,10.002342224121094
atitlan,2025-01-18,12.897310256958008
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,7.426359176635742
atitlan,2025-01-18,53.88166427612305
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,44.87362289428711
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,301.0269775390625
atitlan,2025-01-18,36.342674255371094
atitlan,2025-01-18,4.864800453186035
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,53.88166427612305
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,5.090726375579834
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,354.2298889160156
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,329.5596618652344
atitlan,2025-01-18,301.0269775390625
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,12.897310256958008
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,53.88166427612305
atitlan,2025-01-18,29.974178314208984
atitlan,2025-01-18,4.900811195373535
atitlan,2025-01-18,39.68758773803711
atitlan,2025-01-18,6.16354513168335
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,7.426362037658691
atitlan,2025-01-18,38.42190933227539
atitlan,2025-01-18,58.519126892089844
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,32.30790710449219
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,53.88166427612305
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,301.0269775390625
atitlan,2025-01-18,92.19324493408203
atitlan,2025-01-18,1.5124759674072266
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,183.23397827148438
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,5.926206588745117
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,183.23397827148438
atitlan,2025-01-18,5.238720893859863
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,14.37572193145752
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,72.78475189208984
atitlan,2025-01-18,267.7883605957031
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,4.74640417098999
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,101.9029541015625
atitlan,2025-01-18,1.7752902507781982
atitlan,2025-01-18,32.30790710449219
atitlan,2025-01-18,12.897310256958008
atitlan,2025-01-18,228.8552703857422
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,394.5860290527344
atitlan,2025-01-18,1.7752902507781982
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,5.594498634338379
atitlan,2025-01-18,36.342674255371094
atitlan,2025-01-18,21.41470718383789
atitlan,2025-01-18,130.49534606933594
atitlan,2025-01-18,5.303676128387451
atitlan,2025-01-18,5.1378045082092285
atitlan,2025-01-18,354.2298889160156
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,144.30979919433594
atitlan,2025-01-18,4.961187839508057
atitlan,2025-01-18,4.071000099182129
atitlan,2025-01-18,72.78472137451172
